2675,Output,Contains the accumulated input layer(s).,Any,ComplexData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2939,OutputBitmap: Output file name,Specifies the name of the file to which the new bitmap layer will be saved.,Bitmap,Raster,Output X pixel size,Specifies the X pixel size (in meters) for the output bitmap file. This parameter is not required and will be disabled if georeferencing is specified from the input port.,Real,LiteralData,Output Y pixel size,Specifies the Y pixel size (in meters) for the output bitmap file. This parameter is not required and will be disabled if georeferencing is specified from the input port.,Real,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,Output: Output line layer,Specifies the output file to receive the lines.,Vector,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2941,OutputPoints: Output point layer,Specifies the output file to receive the points,Vector,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2942,OutputRaster: Output raster layer,"Specifies the output file name to be created. The ouptut channel's bit depth is automatically determined, depending on the values to be written to the raster.",Raster,Raster,Output type,Specifies the output raster channel or layer type. Acceptable values are: Raster - the raster will have pixel values derived from the polygons but no other attributes. This is the default setting. Thematic Raster - the raster will have an associated attribute table that is copied from the polygons,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943,OutputMM: Output math model segment or layer,Specifies the output math model segment or layer in which to store the computed model.,BIN,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,Output: Output raster channel,"Specifies the output raster channel to receive converted points. If the output file already exists, this parameter must be specified and must exist. If the output file does not exist, this parameter is ignored.",Raster,Raster,Output Raster Type,"Specifies the data type for the output image channel. Valid data types are: 8U: pixels are stored as 8-bit unsigned integer integer values 16S: pixels are stored as 16-bit signed integer values 16U: pixels are stored as 16-bit unsigned integer values 32R: pixels are stored as 32-bit real values; this is the default value Note: If the specified output channel already exists, the data type from that output channel will be used instead of the one specified here.",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,Output: Output raster channel,"Specifies the output raster channel to receive converted points. If the output file already exists, this parameter must be specified and must exist. If the output file does not exist, this parameter is ignored.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,Output Map Units,"Specifies the output coordinate system (image, geographic, or projection coordinates). Supported units are: LON: longitude/latitude UTM zone : Universal Transverse Mercator; zone must be specified SPAF zone : State Plane; zone must be specified SPCS zone : State Plane; zone must be specified SPIF zone : State Plane; zone must be specified PIX: pixel/line",String,LiteralData,"Output X, Y String Coordinates","Upon completion of PROCONV, this parameter receives the last set of coordinates produced. OXYSTR(1) to OXYSTR(32) contains the horizontal output coordinate and OXYSTR(33) to OXYSTR(64) contains the vertical output coordinate.",OString,Other,Output Horizontal numeric coordinate,"Upon completion of PROCONV, this parameter receives the last horizontal coordinate produced.",Float,LiteralData,Output Vertical numeric coordinate,"Upon completion of PROCONV, this parameter receives the last vertical coordinate produced.",Float,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,
2948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,Output: Output filtered polarimetric SAR image,"The file name of the output filtered image. The number of output channels is the same as in the input image for detected data or when the input image is in covariance, coherency, or Kennaugh matrix format. However, when input data sets are in the scattering-matrix format, they are converted to the covariance-matrix format. For such data, the number of output channels depends on the symmetry of the input matrix and the number of polarizations.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,Output: Output correlation coefficient raster,"The name of the output file to which to write the correlation coefficient. The output file has the same dimensions as the input SAR image. With complex input data, the output file has four floating-point channels that contain the magnitude, phase, real, and imaginary parts of the complex correlation coefficient at every pixel. The phase of the correlation coefficient is equal to the phase difference between the selected polarizations. With detected input data, the output file has only one channel that contains the magnitude of the scalar correlation coefficient at every pixel. The file name you specify must not already exist.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,Output: Output Cloude-Pottier classified raster,"Specifies the name of the output classified image file. The output file has the same dimensions as the input file, and one 8-bit channel, where its pixel values specify the class number that is assigned to each pixel. Zero-valued output pixels represent input image pixels where the computation of the entropy, alpha angle, and anisotropy parameters falls into an undefined class range as defined by the class definitions or default Cloude-Pottier classification. The specified file must not already exist.",Output,ComplexData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,Output: Output compact polarimetric decomposition,"The name of the output file to which to write the selected CP decomposition. The output file has the same dimensions as the input CP image and three real-valued channels representing double-bounce, volume, and surface scattering power respectively.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,Output: Output compact polarimetric discriminators,"The name of the output file containing the CP discriminators. The output file has the same dimensions as the input CP image and 11 real-valued channels. The orientation, ellipticity, relative phase, and alpha angle can be in degrees or radians. The output file contains one CP discriminator per channel in the following sequence: Degree of polarization Degree of circular polarization Degree of linear polarization Circular polarization ratio Linear polarization ratio Orientation Ellipticity Relative phase Coherence Entropy Alpha angle The output values for the degree of polarization, degree of linear polarization, circular polarization ratio, linear polarization ratio, coherency, and entropy will range from 0 to 1. The degree of circular polarization will range from -1 to 1, where positive values denote left circular and negative values right circular. Orientation angles will range from -90 through 90 (or –pi/2 to pi/2), while ellipticity and alpha angles will range from -45 through 45 (or –pi/4 to pi/4) depending upon the value specified for the Angle units (ANGLETYP) parameter. Relative phase is less than zero for odd bounce and greater than zero for even bounce.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,Output: Output synthesized compact pol image,"The name of the output file that will hold the simulated compact pol data. There are three predefined compact configurations available: CTLR, DCP, and PI/4.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2955,Output: Output conformity coefficient image,"The name of the output file that will contain the conformity coefficient. The output file has the same dimensions as the input, and one channel containing the conformity coefficient, stored as floating-point pixel values. The specified file must not already exist.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,Output: Output converted polarimetric SAR image,"Specifies the name of output polarimetric SAR image in the new matrix format. The output file has the same dimensions as the input, but its number of channels depends on the output matrix type. The specified file must not already exist.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,Output: Output Cloude-Pottier decomposed raster,"The name of the output file to which to write the discriminators.The output file has the same dimensions as the input file, but the number of channels depends on the output matrix type and whether or not the eigenvalues and eigenvectors are required. All output channels contain floating-point pixel values. The specified file must not already exist.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,Output: Output Faraday Rotation Angle,"The name of the output file that will hold the Faraday rotation. The file must not already exist. The output file has the same dimensions as the input SAR image, and one channel. The floating-point pixel values represent the estimated Faraday rotation angle.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,Output: Output Freeman-Durden classified raster,"The name of the output file that will hold the classification results. The output file has the same dimensions as the input file, and three floating-point channels representing the contribution to the total power from each of the three scattering mechanisms. The specified file must not already exist.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,Output: Output decomposed raster,"The name of the output file that will hold the classification results. The output file has the same dimensions as the input file. with multi-look data, the output contains four floating-point channels representing the contribution to the power from each of the four scattering mechanisms (surface, double-bounce, volume, and helix). With single-look data, only three channels are written because the helical scattering layer is zero. The specified file must not already exist.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,Output: Output incident angle map,"Specifies the name of the PCIDSK file that is created. The file must not already exist. The output file has the same number of pixels and lines as the input file, and one channel with floating point pixel values.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,Output: Output intensity ratio raster,"The name of output file that will hold the intensity ratio, where POL1 is equal to the numerator and POL2 is equal to the denominator. The output file has the same dimensions as the input file, and one channel that contains the intensity ratio of the two selected or synthesized polarizations, stored in floating-point pixel values. The file name you specify must not already exist.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,Output: Output converted polarimetric SAR image,The output raster data that has been converted from the input complex data using the specified technique. The output raster channels are always 32R.,Raster,Raster,Output data interpretation,The interpretation type. You can enter either the short or long form of the following values: Intensity: Intensity Amplitude: Amplitude Phase in radians: Phase in radians Phase in degrees: Phase in degrees Decibel: Decibel Real: Real part of the complex number Imaginary: Imaginary part of the complex number Real and imaginary: Real and imaginary part of the complex number Complex: Complex values in Cartesian format Polar: Complex values in polar format,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,Output: Output Krogager decomposed raster,"The name of the output file that will hold the results of the decomposition. The output file has the same dimensions as the input file, and three floating-point channels representing the contribution to the power from each of the three scattering mechanisms (spherical, diplane and helical). The specified file must not already exist.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,Output: Output pedestal-height raster,"The name of the output pedestal-height raster file. The output file has the same dimensions as the input, and one channel that contains the pedestal-height raster, stored in floating-point pixel values. The physical quantity (beta0, sigma0, or gamma0) represented by pixel values is the same as that of the input SAR data set, but its values can be scaled to be either linear or decibel. The file name you specify must not already exist.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,Output: Output phase difference raster,"The name of the output file to which to write the phase-difference channel. The output file has the same dimensions as the input, and one floating-point channel that contains the phase-angle difference between the two selected polarizations at every pixel. The file name you specify must not already exist.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,Output: Output total power image,The specified file must not already exist.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,Output: Output polarimetric discrimators,"Specifies the name of the output file that will hold the polarimetric discriminators. The output file has the same dimensions as the input SAR image, and 16 channels. The output channels contain the polarimetric discriminators stored in the following order (the intensity values are in linear scale): Maximum degree of polarization Minimum degree of polarization Maximum intensity of the of the completely polarized component Orientation angle (psi) at the maximum of the completely polarized component Ellipticity angle (chi) at the maximum of the completely polarized component Minimum intensity of the completely polarized component Orientation angle (psi) at the minimum of the completely polarized component Ellipticity angle (chi) at the minimum of the completely polarized component Maximum intensity of the completely unpolarized component Minimum intensity of the completely unpolarized component Maximum of the received power Minimum of the received power Maximum of the scattered intensity Minimum of the scattered intensity Coefficient of variation Fractional polarization The specified file must not already exist.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,Output: Output filtered image,"The name of the output filtered polarimetric SAR image. The output data set has the same dimensions as the input. The number of output channels is the same as in the input image for data in the covariance, coherency, and Kennaugh matrix formats. Input data sets in the scattering matrix format are converted to the covariance matrix format automatically. For such data, the number of output channels depends on the symmetry of the input matrix. The specified file must not already exist. The output image represents the same physical quantity as the input data set (beta0, sigma0, or gamma0).",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,Output: Output synthesized detected SAR image,"Specifies the name of the output detected SAR image that is to be synthesized. The output file has the same dimensions as the input SAR image, and one channel that contains the synthesized detected intensity radar backscatter image in the selected polarization, stored in floating-point pixel values. The physical quantity (beta0, sigma0, or gamma0) represented by the pixel values is the same as for the input SAR data set, but the values can be scaled to be either linear or decibel. The specified file must not already exist.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,Output: Output synthesized detected SAR image,"The name of the output synthesized backscatter SAR image to create. The output file has the same dimensions as the input SAR image, and one channel. The output channel contains the synthesized radar backscatter image, which is stored as floating-point pixel values. The pixel values are in the linear scale. The physical quantity represented by pixel values is the same as that of the input SAR data set. The polarizations used for synthesis are determined automatically by PSPOLSYNC to maximize the contrast between the two specified targets. If the synthesized backscatter cannot be computed at a pixel, the pixel value is set to zero. The output values are in the linear scale. The optimal transmit and receive orientation and ellipticity values are written to the metadata of the output file. The specified file must not already exist.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,Output: Output synthesized detected SAR image,"The name of the output synthesized backscatter file that is created. The output file contains a single channel and has the same dimensions as the input SAR image. The output channel contains the synthesized radar backscatter image, which is stored as floating point pixel values in the linear scale. The polarizations used for synthesis are automatically determined by PSPOLSYNR to maximize the return from the specified target. If the synthesized backscatter cannot be computed at a pixel, the pixel value is set to zero. The optimal transmit and receive ellipticity and orientation values (in degrees) are written to the output file metadata. The specified file must not already exist.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2973,Output: Output pseudo fully polarimetric covariance matrix,"The name of the output file that will contain the pseudo FP covariance matrix. The file must not already exist and must have the same dimensions as the input CP image. The output is structured as a symmetrized covariance file containing three real-valued channels and three complex-valued channels (matrix type = c3r3c). Due to the assumption of reflection symmetry, the values of output channels 4 and 6 are set to 0. That is: Channel 4 = C12 = and channel 6 = C23 = = 0",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,Output: Output file name of synthesized coherent dual-channel SAR image,"The name of the output file containing the two coherent channels of complex-valued, synthesized data. The output matrix type is S2c when the input data type is S3c or S4c. For all other input-matrix types, the output is written as a covariance matrix with two real channels and one complex-valued channel (matrix type C2r1c).",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975,OutputRaster: Output scattering characteristics raster,"The name of the output file to which to write the scattering characteristics. The file name you specify must not already exist. The output file will have the same dimensions as the input SAR image, but with six floating-point channels. The six channels contain SSCM characteristics as described in the Details section, later in this topic.",Raster,Raster,OutputBitmap: Output coherent targets bitmap,"The file name of a bitmap to create showing the locations of coherent targets. Typically, you specify a value for this parameter when coherent targets were detected automatically by the algorithm. If input coherent targets bitmaps were provided originally, and the output coherent targets raster is also specified, then the original targets are simply copied to the output. This parameter is optional.",Bitmap,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,Output: Output Wishart classified raster,"The name of the output file that contains the classification results. The output file has the same dimensions as the input, and one 8-bit channel. Its pixel values specify the class number assigned to each pixel. Pixels that cannot be classified (usually with zero values in all input channels) are represented by a pixel value of 0. The output file can hold up to 255 classes. The file name you specify must not already exist.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,Output: Output total power image,"The name of the output file that will hold the sum of the available intensities. The output file has the same dimensions as the input, and one floating-point channel. The file name you specify must not already exist.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,Output: Output Touzi decomposed raster,"The name of the output file that will hold the polarimetric discriminators. The file name you specify must not already exist. The output file has the same dimensions as the input SAR image, and 15 channels. Their floating-point pixel values represent the proposed five Touzi-decomposition parameters: orientation angle (psi), dominant eigenvalue (lambda), Touzi alpha_s angle, Touzi phase, and helicity(tau).",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979,Output,"Specifies the name of the output file that will hold the polarimetric discriminators. The output file has the same dimensions as the input SAR image, and four channels. Their floating-point pixel values represent the four discriminators, which contain the maximum and minimum polarization response, the Touzi anisotropy, and the difference between the minimum and maximum response. The specified file must not already exist.",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,Output: Output Wishart classified raster,"The name of the output file that will hold the classification results. The output file has the same number of dimensions as the input SAR image, and one channel. Its pixel values specify the class number assigned to each pixel. The output image is a single-channel image with pixel values representing the class number, which can be between one and nine for a PSFREDUR and PSKROG input, between one and 12 for PSG4U2 and PSPHDW and between one and 16 for a PSCLOPOT input. The use of iteration refines the classification, but increases the processing time. Pixels that cannot be classified are represented by the pixel value of 0, usually with a value of 0 in all channels of the input image. The file name you specify must not already exist.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981,Output: Output van Zyl classified raster,"Specifies the name of the output classified raster. The output file has the same dimensions as the input, and one channel. The output channel is 8-bit, where each pixel value represents the assigned van Zyl class number (0 to 3). The non-classified pixels are assigned to class 0. The specified file must not already exist.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2982,OutputBitmap: Output coherent targets raster,Specifies the name of the output coherent targets raster file. The file must not already exist. The output file will be generated to have the same dimensions as the input file. It will contain one bitmap segment and no raster channels. The 'on' pixels in the bitmap represent the detected bright targets. The overall Probability of False Alarm is stored as a ProbFalseAlarm metadata tag.,Bitmap,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,Output: Output file name,Specifies the name of PCIDSK file to which the generated perspective scene layer(s) will be transferred.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984,OutputPSG: Output perspective scene layers,"Specifies the output layer(s) that will contain the generated perspective scene. If a single layer is specified, output is BW (black and white). If three layers are specified, output is RGB (red, green, blue).",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,Output,Contains the output LUT (lookup table) layer that has been processed.,LUT,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,Output,Contains the output LUT (lookup table) layer that has been processed.,LUT,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988,Output: Output layer,The output layer that will contain the interpolated raster data.,Mixed,ComplexData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2989,Output: Output file name,"Specifies the output PCIDSK file that will contain the complete image. If the specified file already exists, it is overwritten.",Raster,Raster,OutputOrbit: Satellite orbital ephemeris layer,,ORB,GeoData,OutputBIN: Output RPC layer,,BIN,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,Output:Bitmap layer,The path and name of the PCIDSK file to which to write the bitmap layer in which the exclusion mask is stored.,Bitmap,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,OutputBitmap1: Output bitmap segment,"Specifies the output bitmap to receive the sample results. The output bitmap may be the same as the input bitmap; if this parameter is not specified, new bitmap segments are created. Note: If the input bitmap (DBIB) and output bitmap (DBOB) parameters are defaulted, one output bitmap with the specified DENSITY will be generated. Duplicate bitmap segments are NOT allowed.",Bitmap,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,OutputBitmap: Output file name,Specifies the name of the file to which the new bitmap layer will be saved. This file is created if it does not already exist.,Bitmap,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,Output,Specifies the name of the file to which the new line layer will be saved. This file is created if it does not already exist.,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,Output,Specifies the name of the file to which the new point layer will be saved. This file is created if it does not already exist.,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,Output: Output file name,Specifies the name of the file to which the new polygon layer will be saved. This file is created if it does not already exist.,Vector,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,OutputRaster: Output file name,"Specifies the output thematic raster; this consists of a raster and a linked attribute table, stored in a vector segment.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2998,Output Statistics Mode,"Optionally specifies the row or column statistics to output. If this parameter is not specified, the only column means are output. Available options are: COLMEAN: Column Gray Level Mean COLSUM: Column Gray Level Sum COLSD: Column Gray Level Standard deviation COLVAR: Column Gray Level Variance COLMIN: Column Gray Level Minimum COLMAX: Column Gray Level Maximum ROWMEAN: Row Gray Level Mean ROWSUM: Row Gray Level Sum ROWSD: Row Gray Level Standard deviation ROWVAR: Row Gray Level Variance ROWMIN: Row Gray Level Minimum ROWMAX: Row Gray Level Maximum",String,LiteralData,Output: Output array segment,"Optionally specifies the number of the array segment to receive the row/column statistics. If this parameter is not specified, a new array segment (type 181) is created. If an existing segment is to be overwritten but is too small to contain the output statistics, RCSTATS exits in error.",Array,NonGeoData,Output Layer Name,"Optionally specifies a name (up to 8 characters) for the output segment, if one is created. If this parameter is not specified, the default name ""ARRAYOP"" is used.",String,LiteralData,Output Layer Description,Optionally describes (in up to 64 characters) the contents or origins of the output array segment.,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,
2999,Output: Output lookup table segment,"Specifies the segment to receive the output lookup table. If this parameter is specified, the lookup table segment is overwritten. If it is not specified, a new lookup table segment is created.",LUT,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,Output: Corrected output layer,The channel or channels in the output file to which to write the corrected image data. Note: You cannot specify duplicate channels.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,Output: Output transformed image channel(s),"Specifies the channels in the output file (FILO) to receive the corrected image data. Duplicate channels are NOT allowed. Note: For each channel specified in this parameter, a corresponding output channel must be specified in DBOC.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,Output: Output shaded relief channel,"Specifies the output channel to receive the shaded relief image. If the output file is the same as the input file, the output channel must be different from the input channel.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,Output,Contains the released layer(s).,Any,ComplexData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,Output: Output layer,Specifies the output layer that will contain the reprojected and copied data. This 'Mixed' port accepts reprojected layers of different data types and allows for the transfer of auxiliary segments.,Mixed,ComplexData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,Output,"The name of the file to which to write the resampled channels or segments. You can specify channels or segments of various data types, including rasters, bitmaps, vectors, and lookup tables (LUT). Doing so provides the ability to resample a complete file or one, some, or all layers. For example, you can resample the rasters, bitmaps, Rational Function math model and Incidence Angle array segments and have the auxiliary segments written to the output. GDB formats are supported.",String,LiteralData,Output Pixel X Size,"The output resolution of one pixel in the X (easting) dimension. The size unit for the value is that of the input projection. If the input projection is Long/Lat, you must specify the the pixel-size coordinates in decimal degrees. With nonprojection georeferencing, such as meter or feet, the pixel size is expressed in these units. For example, to resample a meter-based UTM projection to a pixel resolution of 30 meters in the x-dimension, enter 30.",Float,LiteralData,Output Pixel Y Size,"The output resolution of one pixel in the Y (northing) dimension. If you do not specify a value, the value of Output Pixel X Size is applied. The size unit for the value is that of the input projection. If the input projection is Long/Lat, you must specify the the pixel-size coordinates in decimal degrees. With nonprojection georeferencing, such as meter or feet, the pixel size is expressed in these units. For example, to resample a meter-based UTM projection to a pixel resolution of 30 meters in the y-dimension, enter 30.",Float,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,Output: Output radiance LUT segment,Specifies the output segment to receive the resampled radiance LUT.,LUT,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,OutputMM: Output math model layers,Specifies the math model layer to store the computed model.,Raster,Raster,Output Projection,"Specifies the projection string for the output model. The standard definitions are as follows: PIXEL: pixel and line UTM: Universal Transverse Mercator SPCS: State Plane Coordinate System LONG/LAT: longitude and latitude METER: image along-row and along-column meters FOOT: image along-row and along-column feet For a complete list of supported projections and Earth models, see Understanding map projections. The format of the map units string is described in Output units. If this parameter is not specified, the map units of the GCP segment are used.",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,OutputR: Output red channel,Specifies the output raster channel to be interpreted as the red component of a color image. The output channels may be of any type; see the Details section for more information about channel types. Duplicate output channels are NOT allowed.,Raster,Raster,OutputG: Output green channel,Specifies the output raster channel to be interpreted as the green component of a color image. The output channels may be of any type; see the Details section for more information about channel types. Duplicate output channels are NOT allowed.,Raster,Raster,OutputB: Output blue channel,Specifies the output raster channel to be interpreted as the blue component of a color image. The output channels may be of any type; see the Details section for more information about channel types. Duplicate output channels are NOT allowed.,Raster,Raster,Output Type: Output channel type,Specifies the image data type of the output channels. Supported output types are: 8-bit unsigned; this is the default value 16-bit signed 16-bit unsigned 32-bit real,Text,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,
3009,OutputFile: Output raster channel(s) or layer(s),Specifies the single 8-bit output channel in which to store the compressed image.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,Output: Output raster channels,"Specifies three output RGB channels to store the results of the data fusion. DBIC (InputColor) defines the color, and DBINT (InputIntensity) defines the intensity for the fused output color image. The specified output channel must not be the same as the specified intensity channel. Duplicate output channels are not allowed. Results are always 8-bit values between 0 and 255.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,Output Spectral Library,Specifies the name of the output spectral library file.,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,Output: Output raster channels,Specifies the image channels to receive the roll-corrected image.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,Output: Output raster channels,"Optionally specifies output channels to receive the rotated images. Duplicate channels are NOT allowed. If the output file is the same as the input file and the rotation angle (ANGLE) is 180 degrees, the output channels (DBOC) can be the same as the input channels (DBIC). If the output file is the same as the input file and the rotation angle (ANGLE) is NOT 180 degrees, the output channels (DBOC) cannot be the same as the input channels (DBIC). If the specified output file does not exist, this parameter will be ignored and ROT will create the channels automatically.",Raster,Raster,OutputGCP: Output GCP segment,Optionally specifies the output GCP segment to receive the rotated GCP data.,GCP,GeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,OutputBit: Output bitmap segment,Specifies the output bitmap segment(s) to receive the rotated results.,Bitmap,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,Output: Output Cut Polygon Vector Layer: Output file name,Specifies the name of the file containing the output vector layer with all overlapping areas removed.,Vector,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,OutputMM: Math model segment or layer,Specifies the math model segment or layer that stores the computed model.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,Output: Output raster channel,"Specifies the output channel to receive the ratioed image. if output to the new file , this parameter is ignored. When your output file is a new file; that is, it does not exist already, you need not specify a value for this parameter; channel in the new file will be of the bit depth specified by the value of the DATATYPE parameter.",Raster,Raster,Output Raster Type: Output channel type,"Specifies the image data type of the output raster channel. The output channel type depends on the specified Scaling Mode (SMOD) value: LOGS: the output channel must be 8-bit AUTO: the output channel can be 8-bit, 16-bit signed, or 16-bit unsigned, but not 32-bit real NONE: the output channel can be of any supported type",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,Output: Interpolated elevation layer,Specifies the output raster containing the gridded DEM.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,Output: Output raster channel(s),"Specifies the output channel(s) to which the spectral angles for each class will be written. If this parameter is specified, there must be one output channel for each input reference spectrum. The i'th spectrum in the input spectra library file corresponds to the i'th channel in the specified channel list. Spectral angles are 32-bit real values between 0 and 180. If output channels are not 32r, spectral angles are truncated to integer values. Duplicate channels are not allowed. No data set band channels can be selected.",Raster,Raster,OutputClass: Output classification channel,"Specifies the output channel to receive the classification results. The datatype of the output channel must cover the number of spectral records present in the spectral library or clipping of the output results will occur. In most cases, 8-bit unsigned channel are sufficient; however, for larger spectral libraries, a 16-bit unsigned channel may be required. No data set band channels can be selected.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
